stop_id,direction_id,stop_name,station_name,station_descriptive_name,station_id,order,red,blue,green
30004,W,Harlem (Terminal arrival),Harlem/Lake,Harlem/Lake (Green Line),40020,0,FALSE,FALSE,TRUE
30003,E,Harlem (63rd-bound),Harlem/Lake,Harlem/Lake (Green Line),40020,0,FALSE,FALSE,TRUE
30263,E,Oak Park (63rd-bound),Oak Park,Oak Park (Green Line),41350,1,FALSE,FALSE,TRUE
30264,W,Oak Park (Harlem-bound),Oak Park,Oak Park (Green Line),41350,1,FALSE,FALSE,TRUE
30119,E,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),40610,2,FALSE,FALSE,TRUE
30120,W,Ridgeland (Harlem-bound),Ridgeland,Ridgeland (Green Line),40610,2,FALSE,FALSE,TRUE
30173,N,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",40900,0,TRUE,FALSE,FALSE
30174,S,Howard (95th-Bound),Howard,"Howard (Red, Purple & Yellow Lines)",40900,0,TRUE,FALSE,FALSE
30228,S,Jarvis (95th-bound),Jarvis,Jarvis (Red Line),41190,1,TRUE,FALSE,FALSE
30227,N,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,1,TRUE,FALSE,FALSE
30021,S,Morse (95th-bound),Morse,Morse (Red Line),40100,2,TRUE,FALSE,FALSE
30020,N,Morse (Howard-bound),Morse,Morse (Red Line),40100,2,TRUE,FALSE,FALSE
30252,S,Loyola (95th-bound),Loyola,Loyola (Red Line),41300,3,TRUE,FALSE,FALSE
30251,N,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,3,TRUE,FALSE,FALSE
30148,S,Granville (95th-bound),Granville,Granville (Red Line),40760,4,TRUE,FALSE,FALSE
30147,N,Granville (Howard-bound),Granville,Granville (Red Line),40760,4,TRUE,FALSE,FALSE
30170,S,Thorndale (95th-bound),Thorndale,Thorndale (Red Line),40880,5,TRUE,FALSE,FALSE
30169,N,Thorndale (Howard-bound),Thorndale,Thorndale (Red Line),40880,5,TRUE,FALSE,FALSE
30268,S,Bryn Mawr (95th-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,6,TRUE,FALSE,FALSE
30267,N,Bryn Mawr (Howard-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,6,TRUE,FALSE,FALSE
30067,S,Berwyn (95th-bound),Berwyn,Berwyn (Red Line),40340,7,TRUE,FALSE,FALSE
30066,N,Berwyn (Howard-bound),Berwyn,Berwyn (Red Line),40340,7,TRUE,FALSE,FALSE
30230,S,Argyle (95th-bound),Argyle,Argyle (Red Line),41200,8,TRUE,FALSE,FALSE
30229,N,Argyle (Howard-bound),Argyle,Argyle (Red Line),41200,8,TRUE,FALSE,FALSE
30150,S,Lawrence (95th-bound),Lawrence,Lawrence (Red Line),40770,9,TRUE,FALSE,FALSE
30149,N,Lawrence (Howard-bound),Lawrence,Lawrence (Red Line),40770,9,TRUE,FALSE,FALSE
30106,S,Wilson (95th-bound),Wilson,Wilson (Red & Purple Lines),40540,10,TRUE,FALSE,FALSE
30105,N,Wilson (Howard-bound),Wilson,Wilson (Red & Purple Lines),40540,10,TRUE,FALSE,FALSE
30017,S,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),40080,11,TRUE,FALSE,FALSE
30016,N,Sheridan (Howard-bound),Sheridan,Sheridan (Red Line),40080,11,TRUE,FALSE,FALSE
30274,S,Addison (95th-bound),Addison,Addison (Red Line),41420,12,TRUE,FALSE,FALSE
30273,N,Addison (Howard-bound),Addison,Addison (Red Line),41420,12,TRUE,FALSE,FALSE
30256,S,Belmont (95th-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,13,TRUE,FALSE,FALSE
30255,N,Belmont (Howard-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,13,TRUE,FALSE,FALSE
30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,14,TRUE,FALSE,FALSE
30233,N,Fullerton (Howard-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,14,TRUE,FALSE,FALSE
30126,S,North/Clybourn (95th-bound),North/Clybourn,North/Clybourn (Red Line),40650,15,TRUE,FALSE,FALSE
30125,N,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),40650,15,TRUE,FALSE,FALSE
30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),40630,16,TRUE,FALSE,FALSE
30121,N,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,16,TRUE,FALSE,FALSE
30280,S,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,17,TRUE,FALSE,FALSE
30279,N,Chicago (Howard-bound),Chicago,Chicago (Red Line),41450,17,TRUE,FALSE,FALSE
30065,S,Grand/State (95th-bound),Grand,Grand (Red Line),40330,18,TRUE,FALSE,FALSE
30064,N,Grand/State (Howard-bound),Grand,Grand (Red Line),40330,18,TRUE,FALSE,FALSE
30290,S,Lake (95th-bound),Lake,Lake (Red Line),41660,19,TRUE,FALSE,FALSE
30289,N,Lake (Howard-bound),Lake,Lake (Red Line),41660,19,TRUE,FALSE,FALSE
30212,S,Monroe (95th-bound),Monroe,Monroe (Red Line),41090,20,TRUE,FALSE,FALSE
30211,N,Monroe (Howard-bound),Monroe,Monroe (Red Line),41090,20,TRUE,FALSE,FALSE
30110,S,Jackson/State (95th-bound),Jackson,Jackson (Red Line),40560,21,TRUE,FALSE,FALSE
30109,N,Jackson/State (Howard-bound),Jackson,Jackson (Red Line),40560,21,TRUE,FALSE,FALSE
30286,S,Harrison (95th-bound),Harrison,Harrison (Red Line),41490,22,TRUE,FALSE,FALSE
30285,N,Harrison (Howard-bound),Harrison,Harrison (Red Line),41490,22,TRUE,FALSE,FALSE
30269,N,Roosevelt (Howard-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,23,TRUE,FALSE,FALSE
30270,S,Roosevelt (95th-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,23,TRUE,FALSE,FALSE
30194,S,Cermak-Chinatown (95th-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,24,TRUE,FALSE,FALSE
30193,N,Cermak-Chinatown (Howard-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,24,TRUE,FALSE,FALSE
30037,S,Sox-35th (95th-bound),Sox-35th,Sox-35th (Red Line),40190,25,TRUE,FALSE,FALSE
30036,N,Sox-35th (Howard-bound),Sox-35th,Sox-35th (Red Line),40190,25,TRUE,FALSE,FALSE
30238,S,47th (95th-bound),47th,47th (Red Line),41230,26,TRUE,FALSE,FALSE
30237,N,47th (Howard-bound),47th,47th (Red Line),41230,26,TRUE,FALSE,FALSE
30224,S,Garfield (95th-bound),Garfield,Garfield (Red Line),41170,27,TRUE,FALSE,FALSE
30223,N,Garfield (Howard-bound),Garfield,Garfield (Red Line),41170,27,TRUE,FALSE,FALSE
30178,S,63rd (95th-bound),63rd,63rd (Red Line),40910,28,TRUE,FALSE,FALSE
30177,N,63rd (Howard-bound),63rd,63rd (Red Line),40910,28,TRUE,FALSE,FALSE
30192,S,69th (95th-bound),69th,69th (Red Line),40990,29,TRUE,FALSE,FALSE
30191,N,69th (Howard-bound),69th,69th (Red Line),40990,29,TRUE,FALSE,FALSE
30047,S,79th (95th-bound),79th,79th (Red Line),40240,30,TRUE,FALSE,FALSE
30046,N,79th (Howard-bound),79th,79th (Red Line),40240,30,TRUE,FALSE,FALSE
30275,N,87th (Howard-bound),87th,87th (Red Line),41430,31,TRUE,FALSE,FALSE
30276,S,87th (95th-bound),87th,87th (Red Line),41430,31,TRUE,FALSE,FALSE
30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),40450,32,TRUE,FALSE,FALSE
30088,N,95th/Dan Ryan (Howard-bound),95th/Ran Ryan,95th/Ran Ryan (Red Line),40450,32,TRUE,FALSE,FALSE
30243,E,Austin (63rd-bound),Austin,Austin (Green Line),41260,3,FALSE,FALSE,TRUE
30244,W,Austin (Harlem-bound),Austin,Austin (Green Line),41260,3,FALSE,FALSE,TRUE
30054,E,Central (63rd-bound),Central,Central (Green Line),40280,4,FALSE,FALSE,TRUE
30055,W,Central (Harlem-bound),Central,Central (Green Line),40280,4,FALSE,FALSE,TRUE
30135,E,Laramie (63rd-bound),Laramie,Laramie (Green Line),40700,5,FALSE,FALSE,TRUE
30136,W,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,5,FALSE,FALSE,TRUE
30094,E,Cicero (63rd-bound),Cicero,Cicero (Green Line),40480,6,FALSE,FALSE,TRUE
30009,W,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,6,FALSE,FALSE,TRUE
30172,S,O'Hare (Forest Pk-bound),O'Hare,O'Hare (Blue Line),40890,0,FALSE,TRUE,FALSE
30171,N,O'Hare (Terminal Arrival),O'Hare,O'Hare (Blue Line),40890,0,FALSE,TRUE,FALSE
30277,N,Addison (Kimball-bound),Addison,Addison (Brown Line),41440,8,FALSE,FALSE,FALSE
30278,S,Addison (Loop-bound),Addison,Addison (Brown Line),41440,8,FALSE,FALSE,FALSE
30127,N,Armitage (Kimball-Linden-bound),Armitage,Armitage (Brown & Purple Lines),40660,16,FALSE,FALSE,FALSE
30128,S,Armitage (Loop-bound),Armitage,Armitage (Brown & Purple Lines),40660,16,FALSE,FALSE,FALSE
30005,E,Pulaski (63rd-bound),Pulaski,Pulaski (Green Line),40030,7,FALSE,FALSE,TRUE
30006,W,Pulaski (Harlem-bound),Pulaski,Pulaski (Green Line),40030,7,FALSE,FALSE,TRUE
30291,E,Conservatory (63rd-bound),Conservatory,Conservatory (Green Line),41670,8,FALSE,FALSE,TRUE
30292,W,Conservatory (Harlem-bound),Conservatory,Conservatory (Green Line),41670,8,FALSE,FALSE,TRUE
30207,E,Kedzie (63rd-bound),Kedzie,Kedzie (Green Line),41070,9,FALSE,FALSE,TRUE
30208,W,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,9,FALSE,FALSE,TRUE
30160,S,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),40820,1,FALSE,TRUE,FALSE
30159,N,Rosemont (O'Hare-bound),Rosemont,Rosemont (Blue Line),40820,1,FALSE,TRUE,FALSE
30265,E,California (63rd-bound),California,California (Green Line),41360,10,FALSE,FALSE,TRUE
30266,W,California (Harlem-bound),California,California (Green Line),41360,10,FALSE,FALSE,TRUE
30045,S,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,2,FALSE,TRUE,FALSE
30044,N,Cumberland (O'Hare-bound),Cumberland,Cumberland (Blue Line),40230,2,FALSE,TRUE,FALSE
30257,N,Belmont (Kimball-Linden-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,11,FALSE,FALSE,FALSE
30258,S,Belmont (Loop-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,11,FALSE,FALSE,FALSE
30032,E,Ashland (Loop-63rd-bound),Ashland,Ashland (Green & Pink Lines),40170,11,FALSE,FALSE,TRUE
30033,W,Ashland (Harlem-54th/Cermak-bound),Ashland,Ashland (Green & Pink Lines),40170,11,FALSE,FALSE,TRUE
30146,S,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,3,FALSE,TRUE,FALSE
30145,N,Harlem (O'Hare Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,3,FALSE,TRUE,FALSE
30296,W,Morgan (Harlem-54th/Cermak-bound),Morgan,Morgan (Green & Pink Lines),41510,12,FALSE,FALSE,TRUE
30295,E,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink Lines),41510,12,FALSE,FALSE,TRUE
30222,W,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink Lines),41160,13,FALSE,FALSE,TRUE
30221,E,Clinton (Loop-63rd-bound),Clinton,Clinton (Green & Pink Lines),41160,13,FALSE,FALSE,TRUE
30248,S,Jefferson Park (Forest Pk-bound),Jefferson Park,Jefferson Park (Blue Line),41280,4,FALSE,TRUE,FALSE
30138,S,Chicago (Loop-bound),Chicago,Chicago (Brown & Purple Lines),40710,18,FALSE,FALSE,FALSE
30137,N,Chicago (Kimball-Linden-bound),Chicago,Chicago (Brown & Purple Lines),40710,18,FALSE,FALSE,FALSE
30247,N,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,4,FALSE,TRUE,FALSE
30260,S,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),41330,5,FALSE,TRUE,FALSE
30259,N,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,5,FALSE,TRUE,FALSE
30074,E,Clark/Lake (Inner Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,14,FALSE,FALSE,TRUE
30075,W,Clark/Lake (Outer Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,14,FALSE,FALSE,TRUE
30050,E,State/Lake (Inner Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,15,FALSE,FALSE,TRUE
30051,W,State/Lake (Outer Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,15,FALSE,FALSE,TRUE
30108,S,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,Irving Park (Blue Line),40550,6,FALSE,TRUE,FALSE
30107,N,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,Irving Park (Blue Line),40550,6,FALSE,TRUE,FALSE
30239,N,Addison (O'Hare-bound),Addison,Addison (Blue Line),41240,7,FALSE,TRUE,FALSE
30240,S,Addison (Forest Pk-bound),Addison,Addison (Blue Line),41240,7,FALSE,TRUE,FALSE
30383,N,Washington/Wabash (Outer Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,16,FALSE,FALSE,TRUE
30384,S,Washington/Wabash (Inner Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,16,FALSE,FALSE,TRUE
30132,S,Adams/Wabash (Inner Loop),Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,17,FALSE,FALSE,TRUE
30131,N,Adams/Wabash (Outer Loop),Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,17,FALSE,FALSE,TRUE
30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,18,FALSE,FALSE,TRUE
30081,S,Roosevelt (Midway-63rd-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,18,FALSE,FALSE,TRUE
30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),Belmont,Belmont (Blue Line),40060,8,FALSE,TRUE,FALSE
30012,N,Belmont (O'Hare Branch) (O'Hare-bound),Belmont,Belmont (Blue Line),40060,8,FALSE,TRUE,FALSE
30198,S,Logan Square (Forest Pk-bound),Logan Square,Logan Square (Blue Line),41020,9,FALSE,TRUE,FALSE
30197,N,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,9,FALSE,TRUE,FALSE
30018,N,Damen (Kimball-bound),Damen,Damen (Brown Line),40090,5,FALSE,FALSE,FALSE
30019,S,Damen (Loop-bound),Damen,Damen (Brown Line),40090,5,FALSE,FALSE,FALSE
30103,N,Diversey (Kimball-Linden-bound),Diversey,Diversey (Brown & Purple Lines),40530,13,FALSE,FALSE,FALSE
30104,S,Diversey (Loop-bound),Diversey,Diversey (Brown & Purple Lines),40530,13,FALSE,FALSE,FALSE
30111,N,California (O'Hare-bound),California,California (Blue Line),40570,10,FALSE,TRUE,FALSE
30112,S,California (Forest Pk-bound),California,California  (Blue Line),40570,10,FALSE,TRUE,FALSE
30130,S,Western (O'Hare Branch) (Forest Pk-bound),Western/O'Hare Branch,Western (Blue Line - O'Hare Branch),40670,11,FALSE,TRUE,FALSE
30129,N,Western (O'Hare Branch) (O'Hare-bound),Western/O'Hare Branch,Western (Blue Line - O'Hare Branch),40670,11,FALSE,TRUE,FALSE
30167,N,Francisco (Kimball-bound),Francisco,Francisco (Brown Line),40870,2,FALSE,FALSE,FALSE
30168,S,Francisco (Loop-bound),Francisco,Francisco (Brown Line),40870,2,FALSE,FALSE,FALSE
30235,N,Fullerton (Kimball-Linden-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,15,FALSE,FALSE,FALSE
30236,S,Fullerton (Loop-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,15,FALSE,FALSE,FALSE
30382,S,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,19,FALSE,FALSE,TRUE
30381,N,Cermak-McCormick Place (Harlem-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,19,FALSE,FALSE,TRUE
30116,S,Damen/Milwaukee (Forest Pk-bound),Damen,Damen (Blue Line),40590,12,FALSE,TRUE,FALSE
30115,N,Damen/Milwaukee (O'Hare-bound),Damen,Damen (Blue Line),40590,12,FALSE,TRUE,FALSE
30214,S,35-Bronzeville-IIT (63rd-bound),35th-Bronzeville-IIT,35th-Bronzeville-IIT (Green Line),41120,20,FALSE,FALSE,TRUE
30213,N,35-Bronzeville-IIT (Harlem-bound),35th-Bronzeville-IIT,35th-Bronzeville-IIT (Green Line),41120,20,FALSE,FALSE,TRUE
30063,S,Division (Forest Pk-bound),Division,Division (Blue Line),40320,13,FALSE,TRUE,FALSE
30062,N,Division (O'Hare-bound),Division,Division (Blue Line),40320,13,FALSE,TRUE,FALSE
30271,N,Chicago (O'Hare-bound),Chicago,Chicago (Blue Line),41410,14,FALSE,TRUE,FALSE
30272,S,Chicago (Forest Pk-bound),Chicago,Chicago (Blue Line),41410,14,FALSE,TRUE,FALSE
30059,S,Indiana (63rd-bound),Indiana,Indiana (Green Line),40300,21,FALSE,FALSE,TRUE
30058,N,Indiana (Harlem-bound),Indiana,Indiana (Green Line),40300,21,FALSE,FALSE,TRUE
30166,W,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,24,FALSE,FALSE,FALSE
30165,E,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,24,FALSE,FALSE,FALSE
30096,S,Grand/Milwaukee (Forest Pk-bound),Grand,Grand (Blue Line),40490,15,FALSE,TRUE,FALSE
30095,N,Grand/Milwaukee (O'Hare-bound),Grand,Grand (Blue Line),40490,15,FALSE,TRUE,FALSE
30246,S,43rd (63rd-bound),43rd,43rd (Green Line),41270,22,FALSE,FALSE,TRUE
30245,N,43rd (Harlem-bound),43rd,43rd (Green Line),41270,22,FALSE,FALSE,TRUE
30374,S,Clark/Lake (Forest Pk-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,16,FALSE,TRUE,FALSE
30375,N,Clark/Lake (O'Hare-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,16,FALSE,TRUE,FALSE
30281,N,Irving Park (Kimball-bound),Irving Park,Irving Park (Brown Line),41460,7,FALSE,FALSE,FALSE
30282,S,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),41460,7,FALSE,FALSE,FALSE
30073,S,Washington (Forest Pk-bound),Washington,Washington (Blue Line),40370,17,FALSE,TRUE,FALSE
30072,N,Washington (O'Hare-bound),Washington,Washington (Blue Line),40370,17,FALSE,TRUE,FALSE
30154,S,Monroe (Forest Pk-bound),Monroe,Monroe (Blue Line),40790,18,FALSE,TRUE,FALSE
30153,N,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),40790,18,FALSE,TRUE,FALSE
30225,N,Kedzie (Kimball-bound),Kedzie,Kedzie (Brown Line),41180,1,FALSE,FALSE,FALSE
30226,S,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),41180,1,FALSE,FALSE,FALSE
30210,S,47th (63rd-bound),47th,47th (Green Line),41080,23,FALSE,FALSE,TRUE
30209,N,47th (Harlem-bound),47th,47th (Green Line),41080,23,FALSE,FALSE,TRUE
30015,S,Jackson/Dearborn (Forest Pk-bound),Jackson,Jackson (Blue Line),40070,19,FALSE,TRUE,FALSE
30014,N,Jackson/Dearborn (O'Hare-bound),Jackson,Jackson (Blue Line),40070,19,FALSE,TRUE,FALSE
30250,S,Kimball (Loop-bound),Kimball,Kimball (Brown Line),41290,0,FALSE,FALSE,FALSE
30249,N,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,0,FALSE,FALSE,FALSE
30025,S,51st (63rd-bound),51st,51st (Green Line),40130,24,FALSE,FALSE,TRUE
30024,N,51st (Harlem-bound),51st,51st (Green Line),40130,24,FALSE,FALSE,TRUE
30100,S,Garfield (63rd-bound),Garfield,Garfield (Green Line),40510,25,FALSE,FALSE,TRUE
30099,N,Garfield (Harlem-bound),Garfield,Garfield (Green Line),40510,25,FALSE,FALSE,TRUE
30262,W,LaSalle (Forest Pk-bound),LaSalle,LaSalle (Blue Line),41340,20,FALSE,TRUE,FALSE
30261,E,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),41340,20,FALSE,TRUE,FALSE
30031,W,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,25,FALSE,FALSE,FALSE
30030,E,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,25,FALSE,FALSE,FALSE
30085,W,Clinton (Forest Pk-bound),Clinton,Clinton (Blue Line),40430,21,FALSE,TRUE,FALSE
30084,E,Clinton (O'Hare-bound),Clinton,Clinton (Blue Line),40430,21,FALSE,TRUE,FALSE
30090,N,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,19,FALSE,FALSE,FALSE
30091,S,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,19,FALSE,FALSE,FALSE
30069,W,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,22,FALSE,TRUE,FALSE
30068,E,UIC-Halsted (O'Hare-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,22,FALSE,TRUE,FALSE
30093,W,Racine (Forest Pk-bound),Racine,Racine (Blue Line),40470,23,FALSE,TRUE,FALSE
30092,E,Racine (O'Hare-bound),Racine,Racine (Blue Line),40470,23,FALSE,TRUE,FALSE
30287,N,Montrose (Kimball-bound),Montrose,Montrose (Brown Line),41500,6,FALSE,FALSE,FALSE
30288,S,Montrose (Loop-bound),Montrose,Montrose (Brown Line),41500,6,FALSE,FALSE,FALSE
30184,W,Halsted/63rd (Ashland-bound),Halsted,Halsted (Green Line),40940,26,FALSE,FALSE,TRUE
30183,E,Halsted/63rd (Harlem-bound),Halsted,Halsted (Green Line),40940,26,FALSE,FALSE,TRUE
30158,W,Illinois Medical District (Forest Pk-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,24,FALSE,TRUE,FALSE
30157,E,Illinois Medical District (O'Hare-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,24,FALSE,TRUE,FALSE
30056,E,Ashland/63rd (Harlem-bound),Ashland/63rd,Ashland/63rd (Green Line),40290,27,FALSE,FALSE,TRUE
30057,W,Ashland/63rd (Terminal arrival),Ashland/63rd,Ashland/63rd (Green Line),40290,27,FALSE,FALSE,TRUE
30042,E,Western (Forest Pk Branch) (O'Hare-bound),Western/Forest Pk Branch,Western (Blue Line - Forest Park Branch),40220,25,FALSE,TRUE,FALSE
30043,W,Western (Forest Pk Branch) (Forest Pk-bound),Western/Forest Pk Branch,Western (Blue Line - Forest Park Branch),40220,25,FALSE,TRUE,FALSE
30253,N,Paulina (Kimball-bound),Paulina,Paulina (Brown Line),41310,9,FALSE,FALSE,FALSE
30254,S,Paulina (Loop-bound),Paulina,Paulina (Brown Line),41310,9,FALSE,FALSE,FALSE
30049,W,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,26,FALSE,TRUE,FALSE
30048,E,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,26,FALSE,TRUE,FALSE
30180,W,Pulaski (Forest Pk-bound),Pulaski,Pulaski (Blue Line),40920,27,FALSE,TRUE,FALSE
30179,E,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),40920,27,FALSE,TRUE,FALSE
30195,N,Rockwell (Kimball-bound),Rockwell,Rockwell (Brown Line),41010,3,FALSE,FALSE,FALSE
30196,S,Rockwell (Loop-bound),Rockwell,Rockwell (Brown Line),41010,3,FALSE,FALSE,FALSE
30188,W,Cicero (Forest Pk-bound),Cicero,Cicero (Blue Line),40970,28,FALSE,TRUE,FALSE
30187,E,Cicero (O'Hare-bound),Cicero,Cicero (Blue Line),40970,28,FALSE,TRUE,FALSE
30155,N,Sedgwick (Kimball-Linden-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,17,FALSE,FALSE,FALSE
30156,S,Sedgwick (Loop-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,17,FALSE,FALSE,FALSE
30070,N,Southport (Kimball-bound),Southport,Southport (Brown Line),40360,10,FALSE,FALSE,FALSE
30071,S,Southport (Loop-bound),Southport,Southport (Brown Line),40360,10,FALSE,FALSE,FALSE
30002,W,Austin (Forest Pk-bound),Austin,Austin (Blue Line),40010,29,FALSE,TRUE,FALSE
30001,E,Austin (O'Hare-bound),Austin,Austin (Blue Line),40010,29,FALSE,TRUE,FALSE
30035,W,Oak Park (Forest Pk-bound),Oak Park,Oak Park (Blue Line),40180,30,FALSE,TRUE,FALSE
30034,E,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),40180,30,FALSE,TRUE,FALSE
30231,N,Wellington (Kimball-Linden-bound),Wellington,Wellington (Brown & Purple Lines),41210,12,FALSE,FALSE,FALSE
30232,S,Wellington (Loop-bound),Wellington,Wellington (Brown & Purple Lines),41210,12,FALSE,FALSE,FALSE
30283,N,Western (Kimball-bound),Western,Western (Brown Line),41480,4,FALSE,FALSE,FALSE
30284,S,Western (Loop-bound),Western,Western (Brown Line),41480,4,FALSE,FALSE,FALSE
30189,E,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - Forest Park Branch),40980,31,FALSE,TRUE,FALSE
30190,W,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,Harlem (Blue Line - Forest Park Branch),40980,31,FALSE,TRUE,FALSE
30076,E,Forest Park (O'Hare-bound),Forest Park,Forest Park (Blue Line),40390,32,FALSE,TRUE,FALSE
30077,W,Forest Park (Terminal Arrival),Forest Park,Forest Park (Blue Line),40390,32,FALSE,TRUE,FALSE